Country,Age,Occupation,Education_Level,Income_USD,Daily_Screen_Time_Hours,Phone_Unlocks_Per_Day,Social_Media_Usage_Hours,Gaming_Usage_Hours,Streaming_Usage_Hours,Messaging_Usage_Hours,Work_Related_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Depression_Score,Anxiety_Score,Stress_Level,Time_Spent_With_Family_Hours,Internet_Connection_Type,Primary_Device_Brand,Has_Screen_Time_Management_App,Self_Reported_Addiction_Level,Monthly_Data_Usage_GB,Has_Night_Mode_On,Age_First_Phone,Push_Notifications_Per_Day,Tech_Savviness_Score
Germany,26,Artist,High School,20146.48,3.64,120,2.38,2.3,3.4,1.65,0.99,5.93,0.94,49.37,49.9,85.81,53.31,0.46,3G,Samsung,Yes,Severe,25.67,Yes,9,104,96.62
China,25,Salesperson,PhD,35891.63,6.59,135,2.7,1.1,1.09,0.49,2.82,5.32,1.22,10.82,66,86.62,22.96,0.55,WiFi,Apple,No,Severe,21.3,Yes,12,84,70.33
Mexico,68,Manager,Bachelor's,28359.49,5.92,38,2.69,1.78,4.46,1.08,0.27,6.21,0.42,38.14,73.35,81.15,17.39,1.27,5G,OnePlus,Yes,Moderate,15.5,Yes,9,123,32.99
Nigeria,56,Unemployed,Master's,28240.57,9.15,119,3.82,0.12,2.28,2.4,2.66,6.01,0.2,59.91,53.76,16.69,2.32,2.28,5G,Samsung,No,Low,30.79,Yes,18,124,41.34
Mexico,23,Manager,None,19924.14,4.71,112,2.17,0.25,2.64,1.42,1.69,7.08,1.7,81.97,25.4,80.34,34.44,1.81,WiFi,Apple,No,Low,30.03,No,20,138,80.83
Mexico,28,Doctor,Bachelor's,12931.62,6.74,106,0.9,0.14,2.89,2.13,1.97,5.7,1.46,99.59,96.54,10.96,58.49,1.01,3G,Huawei,No,Low,3.58,No,9,91,82.78
China,34,Manager,None,56281.54,6.34,91,3.02,1.43,0.19,1.16,1.55,5.16,0.92,87.41,13.39,57.46,86.78,2.71,5G,Apple,No,Moderate,27.79,Yes,17,95,39.52
India,20,Manager,Bachelor's,38994.9,5.61,84,2.33,1.81,0.51,0.96,3.82,5.9,1.42,17.86,71.51,94.8,77.63,1.65,3G,OnePlus,No,High,27.38,No,17,141,61.85
USA,42,Salesperson,Bachelor's,25810.39,7.5,73,3.26,1.96,3.12,1.62,3.45,7.29,0.89,78.54,3.34,94.65,75.53,2.92,WiFi,OnePlus,No,Low,16.49,Yes,12,68,86.85
Brazil,53,Manager,Master's,20098.27,6.37,32,2.89,0.98,0.48,1.32,2.8,6.17,1.44,10.53,35.9,55.31,21.6,2.01,5G,Samsung,Yes,Moderate,35.16,No,10,56,68.29
USA,19,Salesperson,None,27110.92,4.03,97,2.55,0.42,2.61,1.65,1.3,7.24,1.14,23.6,71.81,70.89,30.65,3.09,4G,Samsung,No,High,2.82,Yes,10,122,5.39
USA,59,Doctor,None,30831.84,5.94,86,1.44,2.39,3.12,2.65,2.78,5.94,0.99,83.97,90,5.5,93.17,1.5,WiFi,Samsung,No,Severe,22.75,Yes,11,102,92.74
Russia,63,Doctor,High School,14634.52,4.18,56,3.61,2.76,0.87,1.5,1.36,7.37,0.88,36.41,6.19,43.9,61.8,0.49,3G,Xiaomi,Yes,Severe,15.74,Yes,10,88,36.65
USA,23,Manager,High School,57980.13,6.03,69,2.1,2.51,1.99,0.46,1.32,5.48,-0.01,15.28,66.43,58.55,71.75,1.55,3G,Xiaomi,Yes,Moderate,25.11,Yes,19,52,32.31
Mexico,30,Artist,PhD,43569.99,9.16,74,1.54,1.29,2.02,1.59,0.98,8.52,1.66,22.97,92.91,21.25,38.87,-0.94,3G,Samsung,No,Severe,24.81,No,16,97,59.63
Brazil,63,Unemployed,High School,33695.4,7.78,92,2.05,0.8,2.55,1,1.74,6.77,0.96,39.33,22.87,86.11,30.77,0.73,WiFi,Other,No,Low,6.24,No,19,130,30.59
India,37,Unemployed,High School,8116.24,7.55,88,0.84,0.83,1.93,1.1,2.76,5.31,1.1,68.63,12.83,37.17,21.35,0.92,4G,Huawei,No,High,24.97,No,8,124,7.23
Mexico,29,Artist,Bachelor's,34773.79,3.91,76,2.28,0.84,2.96,1.37,2.92,7.47,1.69,3.83,40.87,57.85,60.97,1.53,WiFi,OnePlus,No,Low,34.17,No,14,82,93.79
Nigeria,50,Unemployed,None,44135.45,6.23,63,2.46,2.16,3.46,0.79,4.36,7.05,0.64,97.19,34.74,53.9,36.33,1.68,4G,Samsung,Yes,Low,5.01,No,19,133,37.93
Germany,43,Manager,High School,38689.07,8.68,81,4.01,1.18,3.03,0.74,1.91,8.97,1.82,25.47,88.33,44.94,82.16,1.96,5G,Samsung,No,Low,21.51,Yes,19,191,33.27
Russia,20,Unemployed,Bachelor's,41518.66,5.75,87,2.37,1.87,1.56,1.56,1.97,6.29,0.93,4.75,39.57,9.78,17.75,1.36,3G,Samsung,Yes,Low,29.66,Yes,9,82,38.36
USA,15,Artist,None,27789.73,5.53,67,0.13,-1.63,1.95,0.49,2.17,6.03,1.7,52.64,65.33,66.69,49.91,1.13,3G,Other,Yes,Severe,29.39,Yes,17,84,14.52
Japan,46,Manager,None,31596.4,8.4,57,3.3,0.96,-0.17,0.96,1.7,8.01,1.4,17.72,11.33,92.83,34.35,2.53,5G,Samsung,Yes,Severe,16.82,Yes,16,75,80.01
UK,25,Artist,High School,4716.97,4.59,44,0.64,3.64,1.24,1.87,3.4,6.13,0.93,36.04,98.65,39.66,89.13,1.85,3G,Apple,Yes,Severe,35.53,No,17,130,56.45
Germany,34,Engineer,Master's,12760.08,4.2,48,-0.31,1.83,1.31,2.28,0.52,6.34,0.63,37.79,16.27,6.96,31.48,2.42,5G,Huawei,Yes,Moderate,24.2,No,19,123,70.73
Germany,28,Salesperson,High School,19117.81,4.2,82,1.01,-0.5,1.11,0.68,2.33,6.29,1.02,69.45,78.11,65.01,4.71,2.33,WiFi,Xiaomi,No,Moderate,17.47,No,11,92,99.94
Mexico,40,Engineer,Master's,48655.61,6.16,75,1.66,1.95,1.87,1.4,2.34,7.95,0.57,50.27,90.41,74.81,1.87,0.77,3G,Huawei,Yes,Low,28.37,No,15,89,82.75
Nigeria,60,Doctor,High School,52544.35,10.84,80,2.61,1.89,3.58,1.99,2.32,6.53,1.37,98.67,11.79,15.91,42.21,1.41,5G,Xiaomi,No,High,25.24,No,9,76,42.31
China,53,Salesperson,PhD,15410.62,6,58,0.62,0.79,2.8,1.74,3.84,6.14,1.5,51.17,79.91,12.13,2.84,2,4G,Samsung,Yes,Low,18.78,No,9,85,2.42
Nigeria,44,Unemployed,PhD,10585.93,8.63,105,2.57,1.99,0.99,1.76,3.02,7.84,0.65,22.25,72.5,45.55,78.99,0.98,3G,Samsung,No,Severe,9.1,No,20,35,92.83
Japan,26,Engineer,PhD,28345.37,3.91,73,2.4,3.49,2.98,2.32,1.4,9.3,1.73,44.82,93.04,22.65,1.45,1.47,5G,Other,Yes,Severe,13.63,No,9,-21,79.38
Nigeria,53,Manager,None,26680.34,6.47,64,2.58,0.74,1.58,1.71,1.95,5.81,1.62,17.27,24.32,5.52,61.26,0.91,3G,Other,Yes,Moderate,22.13,No,8,97,38.63
Germany,51,Salesperson,Master's,18234.67,7.17,85,2.98,2.52,1.47,1.53,-0.5,6.02,0.16,93.18,87.86,44.28,69.76,0.47,4G,Xiaomi,Yes,High,33.81,Yes,13,86,98.93
Brazil,35,Doctor,High School,23466.21,5.31,73,1.51,1.33,2.7,2.18,1.01,6.28,0.9,23.01,58.14,35.31,16.14,1.31,5G,Other,No,Severe,31.63,Yes,17,141,88.47
Japan,35,Engineer,Bachelor's,19436.78,0.47,101,1.78,0.25,2.88,0.59,2.29,6.45,1.53,17.35,87.42,13.65,71.51,1.46,WiFi,Other,Yes,Severe,31.5,No,20,46,84.04
Germany,63,Manager,Master's,36343.69,7.25,58,2.33,3.03,2.41,1.62,3.24,6.71,0.79,9.43,19.01,8.01,40.48,1.81,4G,Samsung,No,Low,7.47,Yes,10,112,88.19
USA,31,Manager,None,36927.51,7.19,72,0.08,1.31,2.52,1.71,1.92,5.08,0.58,97.76,57.15,49.47,78.87,2,4G,OnePlus,No,Low,43.5,No,15,98,49.13
Russia,59,Teacher,Bachelor's,32455.77,6.54,63,2.64,1.52,2.5,2.27,3.12,4.77,1.67,89.23,35.1,38.69,35.74,0.29,4G,Samsung,No,Moderate,27.38,Yes,13,108,78.47
Mexico,52,Doctor,PhD,10374.13,5.91,126,2.38,2.23,3.27,0.56,1.32,6.96,0.38,87.76,69.77,17.22,24.78,1.84,5G,OnePlus,No,Low,40.67,Yes,16,121,97.87
Russia,55,Doctor,High School,12401.53,5.9,78,2,1.17,1.13,0.54,1.46,6.36,0.76,74.95,89.52,51.33,15.73,2.02,WiFi,Xiaomi,Yes,High,13.89,No,19,90,98.24
Nigeria,44,Teacher,Master's,12977.51,4.07,79,1.35,0.93,1.29,1.19,1.57,6.25,0.2,59.29,79.21,87.12,75.35,2.65,WiFi,Other,No,Moderate,22.2,No,15,121,77.02
Japan,15,Unemployed,Master's,58663.76,8.27,80,2.37,0.31,0.33,1.99,2.84,6.02,1.36,82.13,98.63,29.07,45.08,1.16,4G,Xiaomi,No,Low,30.1,No,12,138,17.74
India,39,Student,Master's,43511.96,7.01,96,1.99,2.05,2.21,1.5,1.89,4.88,1.27,63.4,83.55,33.57,2.29,1.57,5G,Xiaomi,Yes,High,14.22,Yes,13,83,91.69
USA,27,Doctor,Bachelor's,29397.57,8.22,98,2.07,2.22,3.31,2.3,1.59,7.15,1.35,82.94,86.7,76.1,23.29,0.08,3G,OnePlus,No,Low,5.18,Yes,9,145,43.28
Japan,43,Teacher,None,21633.92,3.72,78,1.58,-0.18,2.44,1.31,1.16,7.57,1.11,69.82,62.09,5.75,50.62,0.73,4G,Xiaomi,Yes,Low,14.6,Yes,8,71,69.3
China,29,Unemployed,PhD,35893.94,7.92,95,3.06,3.55,1.99,1.33,0.87,7.99,0.74,55,76.1,8.67,23.16,1.55,4G,OnePlus,No,Moderate,31.54,Yes,11,102,12.28
China,38,Artist,PhD,26938.64,8.29,78,2.81,1.02,0.93,1.17,2.16,5.96,1.39,14.36,15.58,17.74,29.61,0.9,3G,OnePlus,No,Moderate,41.86,Yes,10,59,44.04
Russia,61,Student,PhD,29067.62,4.01,145,3.32,0.99,2.04,1.09,2.35,5.93,0.47,84.49,47.55,33.16,24.78,2.07,3G,OnePlus,Yes,Severe,30.85,Yes,16,122,49.78
USA,29,Manager,PhD,43827.84,10.54,73,1.68,2.11,2.67,1.51,2.37,7.73,-0.12,80.68,32.15,27.05,41.98,1.77,5G,Samsung,No,High,25.13,No,14,73,53.22
India,16,Doctor,High School,43558.87,5.41,99,0.38,1.2,1.81,1.75,0.88,7.74,1.28,52.85,41.16,93.13,94.03,1.62,5G,Apple,No,Low,37.66,Yes,17,71,72.42
China,60,Manager,None,17634.87,4.1,75,3.34,1.95,1.84,1.79,0.08,7.49,1.31,32.12,18.06,8.07,61.56,2.27,WiFi,Other,Yes,High,25.19,Yes,14,53,80.36
Russia,39,Manager,High School,30269.04,5.31,121,1.55,0.66,1.88,1.71,2.65,8.01,1.26,3.47,64.69,31.69,36.89,1.71,5G,Xiaomi,Yes,Severe,29.08,No,9,79,18.99
Brazil,66,Doctor,High School,23707.53,7.97,106,2.85,2.39,1.28,0.57,1.82,6.49,1.16,98.69,76.89,76.09,72.84,2.51,5G,Xiaomi,Yes,Severe,8.1,Yes,17,119,86.91
Germany,20,Student,Bachelor's,39438.26,3.07,22,1.41,1.03,2.61,0.98,2.29,6.48,0.4,97.51,74.57,31.77,7.32,1.04,WiFi,Other,No,Moderate,33.85,Yes,12,88,29.27
China,40,Salesperson,High School,40237.56,6.02,94,2.81,1.32,1.46,1.21,1.85,7.04,1.49,0.74,3.86,20.41,43.91,1.51,WiFi,Other,Yes,Moderate,1.43,No,16,121,20.55
UK,67,Manager,PhD,42599.78,8.38,30,2.54,2.18,1.08,0.8,1.04,7.5,1.07,38.28,0.65,48.7,52.48,2.03,4G,Huawei,Yes,High,19.2,No,19,90,76.63
UK,31,Artist,Master's,58943.81,7.17,62,1.73,1.22,-0.32,1.74,2.84,6.72,1.7,70.59,92.96,66.47,92.01,1.87,5G,Xiaomi,No,Severe,25.83,Yes,20,83,93.91
USA,23,Student,Master's,22860.67,6.83,47,2.43,2.5,2.41,0.71,2.62,5.86,1.65,77.37,27.21,7.48,4.58,0.33,4G,Samsung,Yes,Moderate,26.17,No,20,114,38.6
China,31,Artist,None,-18963.42,7.56,65,-1.17,1.57,3.69,1.85,2.33,6.38,1.31,89.48,50.39,72.25,52.58,1.64,WiFi,OnePlus,Yes,High,4.24,Yes,17,115,44.8
Russia,48,Salesperson,Bachelor's,33885.86,9.29,88,3.39,0.32,1.7,2.3,3.65,6.78,1.01,30.91,39.24,22.64,41.31,1.73,4G,OnePlus,Yes,Moderate,26.78,No,15,145,58.22
China,60,Engineer,PhD,51986.6,8.61,119,2.13,1.08,2.44,0.86,3.39,6.27,0.2,37.92,32.24,18.03,31.06,0.97,4G,Samsung,No,Low,29.9,Yes,16,86,26.73
Germany,48,Student,Master's,14406.11,4.93,30,2.78,2.06,3.43,1.81,2.48,7.25,1.16,19.22,38.29,38.51,36.66,2.28,5G,Apple,No,Moderate,8.55,Yes,20,118,5.81
Mexico,56,Engineer,PhD,33507.31,5.76,74,2.26,2.83,2.37,1.25,2.17,7.31,0.55,27.17,28.68,83.51,32.71,1.91,5G,Samsung,Yes,Moderate,6.97,Yes,15,62,19.38
USA,26,Teacher,None,32263.07,9.91,101,3.24,0.01,1.87,1.1,2.12,7.44,0.53,59.74,74.05,1.33,20.75,1.65,4G,Xiaomi,Yes,Moderate,20.23,Yes,15,113,48.66
UK,63,Salesperson,Bachelor's,45135.68,8.62,88,1.45,2.37,3.51,1.47,0.5,6.69,1,53.06,67.81,69.22,0.98,2.47,3G,Xiaomi,No,Severe,27.18,No,19,132,41.22
Germany,29,Engineer,Master's,35488.24,8.5,72,1.24,1,2.15,1.39,2.9,6.54,1.55,76.27,71.09,28.16,77.6,-0.21,5G,Other,No,High,16.72,No,14,102,32.92
UK,31,Engineer,PhD,-11666.84,4.07,116,2.86,1.53,2.62,2.21,2.94,5.8,0.93,89.79,8.95,85.39,86.71,0.63,4G,OnePlus,Yes,Low,17.28,No,11,99,16.12
Mexico,19,Doctor,Master's,18581.31,5.41,95,2.69,1.1,2.39,2.06,3.64,6.59,0.58,98.63,45.96,19.01,34.02,2.09,WiFi,Huawei,Yes,Low,39.45,No,11,99,47.93
USA,54,Manager,PhD,10138.03,4.83,43,2,1.53,2.15,1.12,1.96,6.8,0.74,40.96,44.39,59.52,79.52,0.88,WiFi,Samsung,Yes,Low,24.54,No,16,132,3.25
Mexico,51,Engineer,High School,44959.96,4.42,30,1.6,1.81,3.34,0.36,2.31,6.07,0.9,28.18,80.07,37.8,56.86,-0.5,5G,Apple,No,Low,21.01,No,14,158,63.3
Nigeria,67,Manager,Master's,607.69,2.77,48,2.1,1.7,2.03,0.88,1.2,4.54,2.02,31.07,57.38,83.73,0.57,1.21,3G,Other,No,High,31.02,Yes,19,99,43.26
UK,68,Salesperson,PhD,22126.25,8.24,138,2.73,0.47,1.45,0.61,1.44,5.01,0.94,66.55,73.93,12.1,14.87,0.96,5G,Other,No,Low,43.35,Yes,18,44,29.01
India,31,Doctor,High School,41983.08,8.57,27,2.97,1.03,4.78,2.6,2.34,5.39,0.86,23.58,5.35,13.57,58.16,0.77,4G,Xiaomi,No,High,38.82,Yes,10,131,55.58
Brazil,29,Teacher,PhD,51342.13,4.7,83,0.82,0.99,1.87,0.83,0.35,6.09,0.35,44.19,61.74,73.56,79.01,0.41,3G,Huawei,Yes,High,22.27,Yes,11,78,74.98
Germany,59,Student,None,40674.7,7.83,78,1.38,0.05,2.96,1.83,1.86,6.15,1.04,78.67,9.81,0.06,8.42,1.27,3G,Apple,No,Moderate,-3.04,No,16,100,55.35
Germany,32,Unemployed,Master's,11885.49,4.72,79,1.74,1.97,0.77,1.5,1.3,5.78,0.21,49.54,81.26,54.14,13.01,2.6,4G,Samsung,Yes,Severe,22.72,No,10,121,22.56
China,27,Unemployed,None,18299.93,6.58,84,2.05,0.59,1.53,1.49,2.28,6.75,0.73,17.1,52.89,92.99,57.83,2.21,4G,Huawei,Yes,High,37.69,Yes,17,96,78.79
Russia,29,Salesperson,Master's,30863.88,4.9,57,1.38,1.82,2.48,1.98,2.49,5.73,1.3,1.79,88.66,81.04,80.62,1.01,3G,Huawei,No,High,27.01,Yes,11,140,59.17
Germany,18,Salesperson,None,33876.77,6.53,93,0.54,3.02,0.86,1.48,3.92,5.82,0.78,28.02,94.82,65.44,82.12,2.33,5G,Xiaomi,No,Severe,18.61,Yes,11,79,27
UK,35,Unemployed,High School,-18110.74,4.59,49,2,0.46,3.45,1.93,0.53,5.91,1.48,1.5,56.35,75.79,37.13,2.08,WiFi,Apple,Yes,High,39.85,Yes,18,146,60.18
Mexico,33,Teacher,PhD,33536.55,5.91,111,4.25,0.4,0.49,0.67,2.23,6.72,1.04,83.42,90.25,24.22,38.74,0.58,4G,Xiaomi,Yes,High,21.99,Yes,12,86,73.49
Nigeria,17,Artist,Master's,41708.87,4.45,61,2.47,1.7,2.12,2.1,1.9,6.16,0.78,98.81,55.24,55.1,64.83,2.61,5G,OnePlus,No,Moderate,29.42,Yes,9,109,26.63
USA,50,Artist,Bachelor's,66063.79,6.67,94,1.31,0.72,2.57,2.1,3.25,6.45,0.81,1.41,33.68,48.06,52.86,1.04,4G,Other,No,Moderate,27.86,No,12,120,38.68
Japan,50,Teacher,High School,25874.48,4.72,67,1.95,0.47,2.15,0.99,0.64,6.18,0.32,20.31,23.59,86.02,84.06,0.58,4G,Apple,Yes,High,24.67,Yes,13,80,66.62
USA,34,Unemployed,Master's,1854.92,9.6,58,2.72,1.97,2.81,2.35,1.55,5.38,1.37,71.35,32.52,71.82,40.33,0.44,3G,Other,Yes,Low,29.5,Yes,19,80,58.58
Russia,48,Salesperson,None,34668.48,5.32,88,4.17,0.84,2.58,1.17,1.54,8.47,0.69,15.58,23.6,67.19,2.13,1.77,3G,OnePlus,No,Moderate,15.5,Yes,20,133,30.78
UK,58,Artist,Master's,51052.33,9.86,66,1.33,2.07,2.07,1.01,2.52,6.7,0.91,7.46,90.64,83.59,81.07,1.24,WiFi,Huawei,Yes,Moderate,36.44,Yes,8,105,93.88
China,14,Salesperson,None,20636,3.68,85,2.82,1.25,1.15,1.28,1.66,6.66,0.76,42.77,51.75,79.5,62.85,2.06,WiFi,Other,Yes,Severe,35.29,Yes,14,109,78.12
Japan,46,Doctor,PhD,25577.8,6.88,82,2.62,3.25,1.81,1.2,1.66,6.6,1.29,27.61,88.67,42.35,48.86,0.86,5G,Huawei,Yes,Low,27.55,Yes,12,123,12.58
Germany,38,Doctor,Master's,41735.58,7.03,44,2.2,0.83,0.59,1.3,2.28,7.6,0.61,8.04,64.74,51.6,2.69,-0.19,3G,Xiaomi,No,Low,19.61,No,10,148,47.62
China,58,Unemployed,High School,45144.16,4.86,36,0.34,2.39,2.27,1.21,0.81,6.47,1.49,37.39,12.59,80.66,1.39,1.78,WiFi,Samsung,Yes,Severe,29.13,No,17,134,13.63
Russia,23,Engineer,Master's,40328.2,5.42,38,1.4,1.67,2.83,1.53,2.47,4.95,1.57,49.84,33.63,90.22,12.87,0.9,5G,Xiaomi,Yes,High,26.47,Yes,10,117,87.12
Japan,28,Student,Master's,36103.5,1.26,61,0.2,1.39,2.91,2.24,3.01,6.87,1.14,72.97,32.74,45.37,17.17,1.53,3G,OnePlus,Yes,High,25.9,No,14,118,59.08
China,29,Student,Master's,33711,2.08,103,1.9,0.88,0.57,1.85,3.92,7.9,1.46,27.6,79.86,90.53,24,1.47,WiFi,Other,Yes,High,22.84,No,15,72,97.99
USA,33,Engineer,PhD,31138.73,8.54,58,1.45,2.76,1.26,1.65,2.83,6.64,1.65,1.66,81.87,85.87,20.17,2.69,3G,Other,No,Low,38.31,No,11,66,32.31
Brazil,44,Doctor,Master's,41141.21,3.53,79,1.37,0.97,1.13,1.77,2.63,7.27,1.42,16.47,21.57,78.36,50.08,0.28,5G,Samsung,Yes,Severe,40.77,No,16,132,20.79
USA,20,Unemployed,Master's,12087.19,8,65,3.31,2.17,1.83,0.81,2.34,7.17,1.81,96.33,46.1,90.66,75.07,0.48,WiFi,Xiaomi,No,Severe,18.88,No,18,105,89.1
China,23,Manager,Bachelor's,39171.81,6.4,64,1.3,0.61,1.47,2.42,2.67,7.3,0.87,99.93,82.01,11.84,59.84,1.52,3G,Other,Yes,Moderate,35.14,No,15,131,68.65
Brazil,38,Unemployed,Master's,28115.87,4.05,71,0.39,0.62,2.37,1.38,1.54,7.68,0.44,90.79,51.45,38.09,99.65,0.53,5G,Huawei,Yes,High,27.86,No,16,110,7.14
China,47,Engineer,None,43745.91,7.1,106,2.32,2.04,1.54,0.9,0.78,6.36,1.31,28.76,24.22,67.24,62.39,2.08,3G,Samsung,Yes,Low,13.16,Yes,8,115,52.38
Germany,48,Artist,Bachelor's,25138.38,0.03,66,2.04,1.31,0.67,1.86,1.16,6.43,0.85,32.34,58.48,5.92,3.33,1.19,4G,Apple,Yes,Low,36.03,Yes,20,127,5.73
USA,70,Manager,Master's,32642.91,5.03,82,2.27,1.25,3.04,1.35,1.19,6.96,1.14,24.64,29.71,53.13,98.96,3.93,3G,Samsung,No,Severe,25.65,Yes,17,108,7.29
Japan,60,Student,Bachelor's,54537.29,5.41,80,3.94,2.19,1.57,2.22,4.15,7.16,0.96,33.56,9.04,44.56,11.4,1.67,3G,Other,Yes,Severe,28.34,No,10,137,32.52
USA,48,Artist,PhD,39991.77,6.72,77,2.98,1.52,2.11,1.23,2.09,7.27,1.49,45.86,92.51,0.17,20.35,0.79,4G,Xiaomi,Yes,Low,0.79,No,20,144,88.26
Japan,17,Salesperson,Bachelor's,42936.26,6.47,107,1.94,2.83,1.49,0.35,2.47,6.22,0.56,51.92,71.56,15.03,93.67,2.08,4G,OnePlus,Yes,Moderate,22.75,No,11,137,18.85
UK,67,Student,Master's,44096.84,7.14,80,1.27,-1.2,3.49,2.5,1.98,6,1.43,90.36,90.31,26.27,82.3,1.38,4G,Samsung,Yes,High,28.54,No,19,110,40.22
Mexico,44,Teacher,Bachelor's,1474.13,8.22,69,3.91,1.52,2.67,2.44,2.75,5.3,0.24,55.88,74.2,12.45,1.44,-0.62,WiFi,Other,No,Moderate,26.68,Yes,9,133,82.62
Japan,46,Unemployed,PhD,42832.97,8.15,79,-0.1,2.1,3.83,2.19,0.76,7.12,1.24,72.72,35.45,23.92,94.73,2.01,4G,Apple,No,Severe,23.79,No,8,128,88.65
Mexico,38,Student,High School,43824.66,6.3,82,4.77,0.19,1.66,1.69,0.71,6.83,1.36,73.23,17.33,79.24,52.3,0.57,WiFi,Other,Yes,Low,34.87,Yes,18,116,90.37
UK,17,Artist,Bachelor's,43778.34,12.06,85,2.67,2.23,2.41,1.9,2.78,5.32,1.09,96.96,35.92,97.87,71.62,2,5G,Samsung,Yes,Moderate,18.49,Yes,9,84,4.63
UK,12,Artist,None,49196.19,7.85,120,1.41,1.06,0.31,1.57,1.11,7.75,0.29,66.24,25.7,20.59,76,1.77,WiFi,OnePlus,No,Moderate,22.69,No,9,55,62.4
Brazil,29,Doctor,Bachelor's,34470.71,6.45,57,1.46,2.04,2.14,2.2,2.07,7.72,1.08,6.11,82.44,6.63,46.73,2.06,3G,Xiaomi,Yes,Severe,20.71,No,9,84,39.86
USA,63,Engineer,High School,39670.97,5.66,60,0.59,1,2.67,2.26,2.01,5.04,0.55,11.74,27.11,78.61,62.97,0.91,4G,Xiaomi,Yes,Moderate,30.74,No,13,60,11.37
Mexico,35,Student,Master's,25326.85,7.33,91,1.01,1.96,2.98,1.39,1.71,5.58,1.81,72.32,77.41,6.44,24.06,2.19,4G,OnePlus,No,High,5.23,No,14,106,41.41
UK,54,Manager,Bachelor's,36323.04,5.72,87,1.82,3.04,2.86,1.77,2.24,6.1,1.18,61.46,93.89,29.83,68.67,0.97,4G,Other,Yes,Severe,34.09,No,15,116,14.74
USA,50,Engineer,Bachelor's,10943.13,1.84,131,0.52,3,1.17,1.92,-0.62,5,0.64,69.57,35.25,55.4,99.88,1.55,5G,OnePlus,No,High,37.31,No,15,91,82.67
Brazil,70,Teacher,High School,26227.88,7.62,69,1.89,-0.01,2.33,2.4,2.92,5.16,1.37,18.15,86,6.62,93.54,0.65,WiFi,Xiaomi,Yes,Low,25.15,No,14,103,92.41
Russia,24,Salesperson,PhD,6637.53,8.27,116,1.39,1.1,3.24,1.45,0.02,6.93,0.6,77.04,1,81.71,40.89,2.11,4G,Samsung,Yes,Low,37.72,No,19,92,76.67
Russia,17,Engineer,High School,20144.85,6.99,69,0.37,3.19,2.22,1.12,2.35,5.12,-0.68,44.97,99.59,87.3,66.3,0.74,4G,OnePlus,Yes,High,27.52,No,11,87,84.3
Germany,12,Artist,Bachelor's,20539.32,1.77,52,0.55,0.14,1.13,1.53,1.07,7.24,0.43,52.76,66.68,0.76,21.07,1.09,5G,Xiaomi,No,Severe,16.71,No,11,92,0.68
UK,68,Student,High School,31307.66,4.46,46,2.35,1.68,2.2,1.99,2.26,8.39,0.65,56.63,96.37,34.78,23,1.35,WiFi,Other,Yes,Low,27.25,Yes,9,143,97.32
Nigeria,47,Unemployed,PhD,6588.03,6.6,105,3.75,3.21,1.46,1.76,0.48,6.21,-0.71,27.73,31.86,7.17,17.16,2.64,WiFi,Huawei,Yes,Severe,14.82,Yes,16,130,25.06
Nigeria,27,Artist,Bachelor's,57904.4,3.6,88,2.69,1.11,1.41,1.38,1.03,7.15,1.01,38.82,93.49,44.12,27.64,2.37,4G,Other,No,Severe,38.07,Yes,11,50,71.18
India,24,Artist,Bachelor's,28842.89,6,19,1.31,1.02,3.42,1.32,1.05,7,1.38,72.97,13.8,45.51,2,0.6,3G,Other,No,Severe,26.34,No,12,93,79.39
USA,32,Artist,PhD,32707.22,6.35,120,2.86,2.52,2.76,1.56,3.39,6.84,1.39,43.31,30.34,8.68,37.46,0.58,3G,OnePlus,No,Low,17.99,Yes,10,89,96.8
Russia,46,Doctor,PhD,57101.76,5.81,86,2.9,1.01,1.43,0.55,1.77,7.21,0.76,18.5,16.78,57.81,42.33,0.66,5G,Other,No,High,44.38,No,10,75,22.15
Brazil,70,Student,High School,53737.16,6.75,124,2.12,2.55,1.62,1.43,4.94,5.47,2.2,13.46,59.2,25.09,40.13,3.52,WiFi,Other,Yes,Moderate,23.8,No,17,74,57.05
India,37,Unemployed,Bachelor's,56242.77,4.34,78,1.08,1.66,2.98,1.2,2.67,4.43,0.93,95.24,74.98,75.08,95.6,1.79,5G,OnePlus,Yes,Moderate,31.95,No,15,83,40.92
USA,54,Manager,PhD,18720.7,3.9,32,1.94,0.67,2.82,1.29,1.46,7.49,1.13,61.16,90.02,35.29,72.23,1.46,5G,Huawei,Yes,Severe,36.04,No,19,147,78.06
Japan,31,Artist,None,30574.8,7.23,104,2.99,1.43,2.36,2.37,1.85,7.78,0.88,89.54,39.06,28.55,21.33,0.35,4G,Samsung,No,Low,31.78,No,12,101,5.08
USA,12,Manager,None,29884.2,7.56,54,2.43,2.06,1.89,1.26,1.21,7.04,1.8,46.32,86.37,24.01,72.26,1.86,4G,OnePlus,No,High,30.99,Yes,12,114,9.84
Nigeria,69,Unemployed,Bachelor's,31012.29,6.85,116,1.34,1,1.73,1.61,2.74,9.09,0.88,22.9,69.82,70.73,53.33,1.79,WiFi,Apple,No,High,28.26,No,18,122,2.43
